row,column,area difference,gw path length
10,42,269.5,270.615198135376
10,46,236.0,266.61410361528397
10,56,116.0,266.88789451122284
10,64,14.5,266.2742440700531
10,70,76.0,274.35688066482544
11,17,598.0,341.2584335207939
11,28,539.5,298.647924721241
11,31,445.5,294.7337084412575
11,35,428.0,284.6878366470337
11,41,269.5,270.615198135376
11,45,236.0,266.61410361528397
11,62,9.0,264.5425568819046
11,69,76.0,274.35688066482544
11,70,77.0,274.9317137002945
12,4,1071.5,438.29239654541016
12,22,572.5,309.03974962234497
12,23,570.5,306.56761360168457
12,40,269.5,270.615198135376
12,44,236.0,266.61410361528397
12,46,211.0,266.763290643692
12,47,207.0,267.47039741277695
12,67,76.0,274.35688066482544
12,80,200.0,298.7343239188194
13,5,1069.5,428.39290177822113
13,19,596.0,317.4671083688736
13,21,575.0,309.78677105903625
13,27,486.5,297.9539659023285
13,28,485.5,296.4261019229889
13,29,480.5,295.61082005500793
13,32,405.5,288.45724672079086
13,34,401.5,283.63758677244186
13,35,400.0,283.474775493145
13,38,279.5,274.43924164772034
13,44,236.0,266.61410361528397
13,53,7.5,265.7507609128952
13,61,12.0,266.74199652671814
13,66,76.0,274.35688066482544
13,69,83.0,277.62786704301834
13,80,200.0,298.7343239188194
14,6,1068.0,419.0732363462448
14,9,970.0,401.31416696310043
14,10,968.5,392.70489460229874
14,11,968.0,383.2437120079994
14,19,595.5,315.0884286761284
14,20,595.0,311.05289483070374
14,23,498.0,304.7823929786682
14,27,485.5,296.4261019229889
14,32,404.0,286.4927805662155
14,34,400.0,283.474775493145
14,43,236.0,266.61410361528397
14,61,13.0,268.09609854221344
14,64,76.0,274.35688066482544
14,65,76.0,274.35688066482544
14,66,77.0,274.87598299980164
14,79,200.0,298.7343239188194
15,5,1057.5,418.3338847756386
15,11,964.0,379.1371159553528
15,12,963.5,369.46882659196854
15,24,496.0,301.49497509002686
15,28,479.0,294.67531514167786
15,33,400.0,283.474775493145
15,38,279.0,272.9447197318077
15,41,236.0,266.61410361528397
15,49,2.0,264.1305351257324
15,67,80.0,280.6230044364929
15,78,200.0,298.7343239188194
16,5,1054.5,416.45520782470703
16,6,1053.5,412.62896978855133
16,13,962.0,357.1371159553528
16,20,515.5,309.2676742076874
16,27,479.0,294.67531514167786
16,34,327.5,282.4080941081047
16,39,239.5,268.9337663054466
16,41,11.0,266.5851423740387
16,42,11.0,266.5851423740387
16,56,12.0,264.9944960474968
16,60,42.5,271.15949910879135
16,68,87.0,285.8759857416153
16,73,119.5,297.70160830020905
16,75,200.0,298.7343239188194
16,76,200.0,298.7343239188194
17,3,1058.5,427.20989912748337
17,9,984.0,393.7994564175606
17,18,647.0,322.5146983861923
17,25,482.5,295.84688806533813
17,40,11.0,266.5851423740387
17,47,2.5,264.7742440700531
17,48,2.0,264.71413254737854
17,55,12.0,264.9944960474968
17,58,23.0,269.35893601179123
17,65,135.5,286.26781064271927
17,72,119.5,297.70160830020905
17,74,202.5,299.6141008734703
18,5,1043.5,412.41810315847397
18,6,1042.5,407.60768389701843
18,26,150.5,293.3971406817436
18,30,102.0,283.35941231250763
18,32,98.5,279.31354051828384
18,39,11.5,266.941433429718
18,50,19.5,265.5201709866524
18,51,19.0,265.16387993097305
18,52,19.0,265.16387993097305
18,53,12.0,264.9944960474968
18,54,12.0,264.9944960474968
18,58,23.0,269.35893601179123
18,61,50.0,280.660596370697
18,62,126.0,281.9323319196701
18,64,135.5,286.26781064271927
18,79,854.0,303.33169025182724
19,21,280.5,304.08514511585236
19,23,154.0,298.09986662864685
19,32,98.0,276.4851134419441
19,34,40.5,273.28020119667053
19,57,23.0,269.35893601179123
19,58,23.5,270.94472247362137
19,69,737.0,297.89571726322174
19,78,854.0,303.33169025182724
20,23,150.5,295.9873107075691
20,25,149.0,292.34360176324844
20,31,98.0,276.4851134419441
20,36,31.5,268.4649193286896
20,37,30.5,267.6496374607086
20,41,1.5,264.24418556690216
20,43,4.0,266.3791301250458
20,58,24.0,273.56604278087616
20,62,131.5,288.36893409490585
20,65,147.5,292.66887897253036
20,75,847.5,301.90713876485825
20,76,849.0,301.92186027765274
21,8,506.0,383.3885236978531
21,15,474.0,326.3567551970482
21,20,275.5,301.6162981390953
21,29,99.0,278.7769094109535
21,30,98.0,276.4851134419441
21,32,81.5,274.3949461579323
21,34,34.5,272.0550893545151
21,36,30.5,267.6496374607086
21,51,97.0,268.2250859737396
21,53,101.5,269.1441621184349
21,55,119.5,271.36927396059036
21,68,737.0,297.89571726322174
21,73,848.5,302.14320677518845
21,74,847.5,301.90713876485825
21,79,859.0,308.47539645433426
22,3,547.5,418.5546240210533
22,9,505.5,371.40323972702026
22,11,500.0,354.36551409959793
22,12,499.0,346.1665562391281
22,16,473.0,315.40919411182404
22,17,471.0,310.6419730782509
22,19,289.5,303.53927606344223
22,29,98.5,277.0195500254631
22,40,4.5,265.36221957206726
22,50,97.0,268.2250859737396
22,51,99.5,268.3878972530365
22,66,737.0,297.89571726322174
22,68,740.5,298.89023917913437
22,79,859.5,312.5109302997589
23,10,504.0,361.27863585948944
23,15,474.5,319.45130330324173
23,17,470.5,308.88461369276047
23,25,128.5,287.34579080343246
23,32,72.0,272.7332321405411
23,49,97.0,268.2250859737396
23,62,638.0,290.2324214577675
23,65,737.0,297.89571726322174
23,67,740.5,298.89023917913437
23,71,862.5,302.7945828437805
24,22,242.5,292.97477823495865
24,29,76.5,274.79443818330765
24,31,72.0,272.7332321405411
24,41,97.0,268.2250859737396
24,42,97.0,268.2250859737396
24,43,97.0,268.2250859737396
24,44,97.0,268.2250859737396
24,45,97.0,268.2250859737396
24,46,97.0,268.2250859737396
24,47,97.0,268.2250859737396
24,48,97.5,268.58137702941895
24,55,135.0,277.50750207901
24,61,638.0,290.2324214577675
24,64,737.0,297.89571726322174
24,73,917.0,308.96882659196854
24,78,867.5,329.32135504484177
25,20,251.5,297.369892179966
25,28,76.5,274.79443818330765
25,38,3.0,264.7031763792038
25,47,100.0,269.9409571290016
25,51,109.0,273.5004531741142
25,56,476.0,282.79787188768387
25,61,638.0,290.2324214577675
25,69,907.5,303.29458010196686
26,16,428.0,305.37913835048676
26,17,424.0,302.65292924642563
26,33,8.0,265.3021080493927
26,55,476.0,282.79787188768387
26,59,513.5,288.51093578338623
26,60,638.0,290.2324214577675
26,68,907.5,303.29458010196686
26,74,938.5,322.835455596447
26,77,970.0,336.21303802728653
27,5,446.0,386.64370226860046
27,16,425.5,303.2075654268265
27,20,204.0,294.62019991874695
27,22,199.5,290.2606198191643
27,26,89.5,279.838739156723
27,42,138.0,271.1436858177185
27,44,142.0,271.49449878931046
27,47,149.5,275.05351305007935
27,55,476.0,282.79787188768387
27,58,513.5,288.51093578338623
27,63,761.5,300.76344352960587
27,68,913.0,304.4071360230446
28,11,433.0,330.56933730840683
28,12,432.5,319.19394117593765
28,13,431.5,311.0026504397392
28,14,430.5,306.2944464087486
28,17,368.5,299.84421998262405
28,18,342.0,298.2665769457817
28,39,138.0,271.1436858177185
28,40,138.0,271.1436858177185
28,41,138.0,271.1436858177185
28,43,142.0,271.49449878931046
28,62,761.5,300.76344352960587
28,66,912.0,304.03612345457077
28,67,913.5,304.7934828400612
28,68,914.0,306.75794899463654
29,9,379.0,347.7606307864189
29,13,373.0,308.13382691144943
29,14,372.5,304.0982930660248
29,16,368.5,299.84421998262405
29,22,189.0,287.88632369041443
29,29,8.5,266.9883997440338
29,31,5.0,264.40699684619904
29,36,14.0,267.939244389534
29,52,466.0,282.3093070983887
29,55,482.5,283.1634063720703
29,59,525.5,292.9977878332138
29,74,1137.5,336.2922573685646
30,15,369.5,299.99230974912643
30,21,190.0,288.7502846121788
30,27,12.0,270.76109886169434
30,29,7.5,265.5785697698593
30,34,11.0,266.21303528547287
30,36,15.0,269.3490743637085
30,54,482.5,283.1634063720703
30,58,523.0,291.6414967775345
30,63,918.5,305.7208443284035
30,73,1135.0,335.03489524126053
30,74,1138.5,340.17093431949615
30,77,1182.0,355.5485167503357
31,15,340.0,298.9977878332138
31,18,320.0,293.98683166503906
31,28,9.0,266.87913286685944
31,30,2.0,264.0015449523926
31,32,2.5,264.24418556690216
31,43,244.0,277.024080991745
31,51,466.0,282.3093070983887
31,53,482.5,283.1634063720703
31,54,483.0,284.3349792957306
31,57,523.0,291.6414967775345
31,69,1094.5,319.62458622455597
32,6,407.0,368.3127325773239
32,10,345.0,331.30054545402527
32,11,344.5,320.0732390880585
32,13,341.0,304.00217139720917
32,14,340.0,298.9977878332138
32,27,10.0,270.0638509988785
32,29,2.0,264.0015449523926
32,50,466.0,282.3093070983887
32,78,1247.5,365.21413803100586
33,7,405.5,357.4220049381256
33,14,340.0,298.9977878332138
33,18,316.0,292.94862699508667
33,23,83.5,281.63382691144943
33,32,14.5,266.6496374607086
33,38,203.5,273.6765515804291
33,49,466.0,282.3093070983887
33,52,510.5,284.767197906971
33,56,569.5,293.7441965341568
33,67,1083.5,314.6223944425583
33,74,1162.5,351.8348373770714
33,77,1247.0,365.0305171608925
34,5,424.0,373.74982476234436
34,8,393.0,346.23728132247925
34,13,340.5,301.8262149095535
34,14,340.0,298.9977878332138
34,22,84.5,282.6458775997162
34,23,81.0,280.876467525959
34,31,12.0,264.87913286685944
34,41,238.5,276.39837712049484
34,47,465.0,282.82840943336487
34,48,466.0,282.3093070983887
34,51,510.5,284.767197906971
34,55,569.5,293.7441965341568
34,65,1082.5,312.1502584218979
34,66,1083.0,313.32183134555817
34,67,1084.0,315.79396736621857
34,68,1085.0,320.18579226732254
35,12,373.0,307.6809324026108
35,22,82.5,282.12677526474
35,28,1.5,265.4512923359871
35,31,12.0,264.87913286685944
35,40,238.5,276.39837712049484
35,41,239.5,277.0655692219734
35,47,466.0,282.3093070983887
35,51,510.5,284.767197906971
35,55,570.5,295.9179584980011
35,56,572.0,298.88242465257645
35,64,1082.5,312.1502584218979
35,74,1187.0,353.9250046610832
35,79,1283.5,375.15450555086136
36,10,387.5,320.60391306877136
36,21,92.0,283.4830663204193
36,28,0.5,264.4512923359871
36,31,12.5,265.11738991737366
36,38,238.5,276.39837712049484
36,39,238.5,276.39837712049484
36,46,466.0,282.3093070983887
36,50,510.5,284.767197906971
36,52,512.5,289.767197906971
36,62,1074.5,311.88851821422577
36,66,1087.5,317.75514447689056
36,68,1091.0,325.2628143429756
36,75,1188.5,360.59767484664917
37,16,194.0,292.1338296532631
37,17,193.0,289.6616936326027
37,21,92.0,283.4830663204193
37,30,6.5,264.18845760822296
37,36,238.5,276.39837712049484
37,45,466.0,282.3093070983887
37,49,510.5,284.767197906971
37,50,511.5,285.2863002419472
37,60,1073.0,311.4628694653511
37,65,1088.5,318.82621216773987
37,76,1189.0,368.6075364947319
38,9,228.5,327.8115016222
38,12,226.0,303.447537958622
38,14,218.5,295.61911088228226
38,16,194.0,291.31854778528214
38,17,192.0,289.2906810641289
38,26,6.5,267.37755930423737
38,28,1.0,263.9469115138054
38,30,7.0,264.5447486639023
38,34,238.5,276.39837712049484
38,37,264.5,276.7552863955498
38,40,273.0,277.4262438416481
38,46,473.5,282.9442489147186
38,59,1073.0,311.4628694653511
38,61,1077.0,314.41200137138367
39,12,225.5,301.48307180404663
39,17,192.0,289.2906810641289
39,22,44.5,275.1825032234192
39,23,44.0,272.35407614707947
39,31,12.0,269.38413190841675
39,36,264.5,276.7552863955498
39,38,273.0,277.4262438416481
39,39,273.0,277.4262438416481
39,44,470.5,282.8005427122116
39,57,1073.0,311.4628694653511
39,67,1171.0,330.73275858163834
39,68,1178.5,332.47320741415024
39,77,1200.0,378.91138315200806
40,4,700.5,361.7229024171829
40,9,228.5,324.48964989185333
40,14,215.0,293.632256090641
40,23,43.0,271.5387942790985
40,27,1.0,265.0092175602913
40,35,264.5,276.7552863955498
40,43,470.5,282.8005427122116
40,45,475.5,284.7595307826996
40,47,516.5,287.2950618863106
40,58,1106.0,312.557414829731
40,66,1171.0,330.73275858163834
40,71,1184.5,351.2557681798935
40,73,1191.0,361.19894021749496
40,74,1191.5,364.2344740629196
41,3,700.0,361.56933730840683
41,12,217.0,299.4962170124054
41,21,44.5,274.4262383580208
41,29,6.0,264.24199652671814
41,40,311.0,278.5956249833107
41,49,525.0,292.57590717077255
41,50,526.0,293.98573714494705
41,51,526.5,297.0212709903717
41,57,1106.0,312.557414829731
41,59,1110.5,315.842638194561
41,62,1149.5,322.32511764764786
41,66,1172.0,332.02455455064774
41,76,1192.5,378.50607866048813
42,18,115.0,278.7950591444969
42,19,114.0,277.2671951651573
42,22,43.0,271.5387942790985
42,30,10.5,265.93657356500626
42,34,280.0,277.8585988879204
42,39,311.0,278.5956249833107
42,46,528.0,291.1234889626503
42,48,540.5,293.8141642212868
42,49,542.0,294.9267201423645
42,50,543.0,296.39556711912155
42,51,544.0,298.9267201423645
42,52,545.0,302.2595280408859
42,56,1106.0,312.557414829731
42,57,1106.5,313.3147742152214
42,59,1120.5,316.34702450037
42,62,1150.5,324.49887961149216
42,68,1184.0,343.49669057130814
42,72,1198.5,362.6956539154053
42,74,1208.5,372.60438936948776
43,15,122.5,285.9595831632614
43,17,115.5,280.09562224149704
43,22,43.0,271.5387942790985
43,30,10.5,265.93657356500626
43,36,311.0,278.5956249833107
43,37,311.0,278.5956249833107
43,59,1121.0,318.5185974240303
43,65,1177.5,335.2939646244049
43,70,1187.5,356.45082426071167
44,15,121.5,284.5497531890869
44,18,112.5,277.10438388586044
44,23,43.0,271.5387942790985
44,33,282.5,278.2509055733681
44,48,624.0,297.1283460855484
44,50,628.0,300.12505704164505
44,56,1114.0,315.3825583457947
44,57,1114.5,316.55413126945496
45,16,115.5,281.5585148334503
45,18,112.5,277.10438388586044
45,39,342.0,290.00435495376587
45,42,574.5,293.0589911341667
45,47,624.0,297.1283460855484
45,51,747.0,304.26986050605774
45,55,1115.5,318.3432591557503
45,62,1158.0,335.20489460229874
45,76,1267.5,395.527372777462
45,78,1277.0,406.90228712558746
46,10,300.0,315.79616463184357
46,17,113.5,277.9683448076248
46,18,112.5,277.10438388586044
46,36,333.0,283.98963618278503
46,45,601.5,295.8475008010864
46,50,745.5,302.9692974090576
46,63,1192.0,341.8961880803108
46,66,1195.5,347.4764964580536
46,67,1195.0,350.12787252664566
46,71,1229.5,372.737147629261
47,18,112.5,277.10438388586044
47,22,60.5,271.63005608320236
47,26,1.5,264.24418556690216
47,28,6.0,264.6004766225815
47,29,6.5,268.63601046800613
47,34,333.0,283.98963618278503
47,35,333.0,283.98963618278503
47,41,589.0,295.271575987339
47,44,601.5,295.8475008010864
47,49,745.0,302.6130063533783
47,50,746.0,305.1408703327179
47,60,1167.0,342.2055100798607
47,63,1192.5,348.4207684993744
47,77,1294.5,408.4744548201561
48,7,370.5,327.89070999622345
48,18,112.5,277.10438388586044
48,27,5.5,264.24418556690216
48,33,334.5,285.11753183603287
48,35,336.5,286.8404546380043
48,39,589.0,295.271575987339
48,40,589.0,295.271575987339
48,48,745.0,302.6130063533783
48,62,1206.5,351.06509017944336
48,76,1294.5,408.4744548201561
49,18,113.0,277.46067494153976
49,25,1.5,264.24418556690216
49,47,745.0,302.6130063533783
49,64,1219.5,358.2142772078514
50,7,336.5,323.1754543185234
50,9,326.0,313.5312718153
50,19,86.5,276.04975044727325
50,24,1.0,265.6004766225815
50,59,1463.5,352.4021342396736
50,65,1220.5,364.0071704387665
50,78,1306.0,420.571197450161
51,2,507.0,339.4514424800873
51,12,258.5,298.4606776833534
51,18,88.0,278.878177523613
51,28,11.5,276.0125011205673
51,33,376.5,290.3961880803108
51,43,694.5,301.334352850914
51,47,749.0,305.51954728364944
51,49,752.5,312.3993242383003
51,55,1372.5,343.1737251281738
51,57,1399.0,349.9721019268036
51,67,1226.0,373.7197552919388
51,78,1307.0,423.42201042175293
52,6,308.5,319.8470272421837
52,7,307.5,313.10767018795013
52,12,258.0,297.203318297863
52,24,1.5,264.24418556690216
52,25,2.5,264.24418556690216
52,31,374.0,289.8459327220917
52,34,380.0,295.6502584218979
52,40,694.5,301.334352850914
52,41,694.5,301.334352850914
52,42,694.5,301.334352850914
52,55,1384.0,345.9508078098297
52,59,1468.0,357.1562045812607
52,60,1515.5,360.78190845251083
52,63,1539.0,369.03707605600357
52,71,1243.5,389.2236598134041
53,9,302.0,302.2853394150734
53,22,2.5,265.5059257745743
53,25,3.0,266.41575849056244
53,26,3.5,270.4512923359871
53,36,694.5,301.334352850914
53,37,694.5,301.334352850914
53,38,694.5,301.334352850914
53,39,694.5,301.334352850914
53,45,756.0,308.41904205083847
53,47,758.0,311.7266540527344
53,51,754.5,330.6261543035507
53,53,774.0,341.0217472910881
53,55,1384.5,347.70816719532013
53,60,1520.5,365.0146874189377
53,71,1244.5,393.4318638443947
53,73,1244.5,401.7100383043289
54,7,303.5,306.8355920314789
54,8,302.0,302.2853394150734
54,13,251.0,293.7612380385399
54,40,697.5,304.4054205417633
54,45,757.5,312.00373673439026
54,62,1548.5,374.4299982190132
54,63,1556.0,375.7463746070862
54,72,1245.0,401.88270848989487
55,8,302.0,302.2853394150734
55,22,1.5,264.39227533340454
55,25,10.0,270.2174133658409
55,34,704.5,306.35626792907715
55,35,704.5,306.35626792907715
55,36,704.5,306.35626792907715
55,47,762.0,320.2610961198807
55,55,1388.5,357.301626265049
55,74,1249.0,416.6051549911499
56,7,302.0,302.2853394150734
56,9,291.0,300.67436254024506
56,12,251.0,293.7612380385399
56,23,5.0,264.6895493865013
56,49,765.0,332.57261538505554
56,58,1483.0,371.7529526948929
56,61,1578.0,377.8284012079239
56,63,1582.5,381.56823456287384
56,64,1583.5,384.62396252155304
56,67,1590.5,397.56823456287384
56,68,1591.5,401.8753675222397
57,22,4.5,264.333258330822
57,42,939.5,316.0201682448387
57,50,765.5,342.34860080480576
57,52,782.0,350.4032369852066
57,60,1579.5,378.7792458534241
57,64,1588.5,389.33216655254364
58,20,1.5,264.1851685643196
58,34,835.5,313.81915777921677
58,36,851.0,313.67921966314316
58,41,939.5,316.0201682448387
58,46,959.5,329.95286589860916
58,47,961.5,333.0676108598709
58,62,1587.5,388.1059656739235
58,64,1591.5,394.2174215912819
58,68,1601.5,407.2917755842209
59,8,54.5,294.53927606344223
59,17,4.5,269.8064888715744
59,22,7.5,266.61848443746567
59,23,8.0,271.86112505197525
59,25,13.0,285.3955643773079
59,27,27.0,295.96820563077927
59,34,851.0,313.67921966314316
59,37,855.0,315.0278408527374
59,38,855.5,315.78520023822784
59,40,939.5,316.0201682448387
59,41,940.0,316.98463439941406
59,59,1637.5,385.704412817955
59,73,1666.0,430.22242337465286
60,7,90.5,296.5862368941307
60,9,54.0,289.2387129664421
60,11,45.0,286.3010135293007
60,33,851.0,313.67921966314316
60,56,1432.0,381.71098268032074
61,13,37.5,275.83435559272766
61,18,1.5,264.473680973053
61,20,2.5,265.473680973053
61,33,851.0,313.67921966314316
61,46,1009.5,345.0485167503357
61,59,1641.5,395.53393989801407
61,61,1656.5,401.0344216823578
61,66,1692.0,412.56776374578476
61,67,1693.0,413.85955971479416
61,74,1782.0,435.5870052576065
62,4,52.5,302.36879765987396
62,32,851.0,313.67921966314316
62,39,966.0,320.9890207052231
62,42,969.5,332.16059362888336
62,61,1658.5,405.9786937236786
62,64,1692.0,412.56776374578476
62,65,1692.0,412.56776374578476
62,69,1703.0,425.2377603650093
62,72,1780.5,432.6104884147644
63,6,49.0,286.35455244779587
63,13,24.5,268.2841029763222
63,21,12.0,275.68517130613327
63,24,26.5,295.2430937886238
63,26,35.5,306.0278408527374
63,35,962.0,320.7584335207939
63,59,1665.0,407.3836638331413
63,63,1697.5,413.0475696325302
63,71,1780.5,432.6104884147644
63,72,1781.0,433.7820613384247
63,74,1786.0,444.72304433584213
63,76,1788.0,458.036752641201
64,6,48.0,283.76438242197037
64,10,23.0,271.68517130613327
64,11,21.0,269.514692902565
64,18,5.5,265.6807877421379
64,19,6.0,267.09500128030777
64,50,1311.0,380.6114410161972
64,71,1781.5,436.5558549761772
65,5,38.0,283.6496374607086
65,13,19.0,265.45567589998245
65,21,17.0,279.92233657836914
65,31,1044.5,320.93500822782516
65,39,1204.0,330.24918735027313
65,44,1220.0,349.69017308950424
65,47,1270.5,368.70317912101746
65,70,1791.0,440.46459317207336
66,4,45.0,283.76438242197037
66,6,37.0,278.7053654193878
66,10,20.0,266.6261543035507
66,11,19.0,265.45567589998245
66,19,14.5,269.8277829885483
66,20,16.0,275.09609854221344
66,73,1784.5,454.750434756279
67,18,14.5,269.8277829885483
67,23,20.5,301.48087453842163
67,29,1042.0,320.07433634996414
67,37,1200.0,329.9196657538414
67,44,1239.5,357.3584624528885
67,46,1242.5,370.0541367530823
67,51,1349.5,400.7419992685318
67,58,2370.5,423.53004908561707
67,59,2422.0,424.32574409246445
68,4,7.5,276.1851685643196
68,18,15.0,272.86331683397293
68,34,1192.0,327.3290194272995
68,42,1235.5,353.47320741415024
68,54,1424.5,413.68909227848053
68,58,2422.5,424.419197678566
68,61,2427.0,431.8628487586975
68,63,2473.0,437.27048695087433
68,67,2501.0,443.3666058778763
68,71,2627.0,453.2344740629196
69,5,7.0,270.94362246990204
69,6,4.0,269.41575849056244
69,9,1.5,264.00702303647995
69,32,1192.0,327.3290194272995
69,33,1192.0,327.3290194272995
69,36,1202.0,334.7158480286598
69,37,1203.0,337.71255898475647
69,50,1398.5,402.7972591519356
69,51,1400.0,404.46554577350616
69,54,1425.5,416.1858032345772
69,66,2501.0,443.3666058778763
69,68,2619.5,446.62301540374756
69,78,2675.5,488.8913309574127
70,21,102.5,296.1048629283905
70,25,140.0,313.32402312755585
70,37,1203.5,343.162306368351
70,41,1242.5,361.68141144514084
70,42,1244.5,365.6781224012375
70,61,2457.5,436.18360048532486
70,67,2514.0,445.5737126469612
70,68,2620.0,448.5874815583229
70,70,2624.0,456.64649856090546
70,72,2642.0,464.4819800257683
70,77,2674.0,484.22194707393646
71,3,13.0,272.082950592041
71,4,12.5,269.2545235157013
71,5,2.0,266.94362246990204
71,6,1.0,265.41575849056244
71,15,71.0,268.2217969298363
71,17,75.0,276.46115124225616
71,23,135.0,305.36441683769226
71,24,136.5,308.6371132135391
71,47,1280.0,396.18751323223114
71,54,1436.5,423.4152931571007
71,56,2442.5,426.9825900197029
71,57,2443.5,428.3536025881767
71,60,2457.5,436.18360048532486
71,66,2512.0,445.3666058778763
71,70,2631.0,458.40166890621185
71,76,2669.5,482.3202632665634
72,5,1.0,265.41575849056244
72,8,7.5,264.5469377040863
72,12,61.5,264.9080886244774
72,23,136.5,306.29992175102234
72,26,139.5,321.6371132135391
72,33,1229.5,342.38036382198334
72,35,1248.5,349.78848654031754
72,42,1250.0,376.48526084423065
72,44,1264.0,384.4262438416481
72,64,2512.0,445.3666058778763
72,65,2512.0,445.3666058778763
72,66,2515.0,446.0928149819374
72,67,2516.0,448.5026449561119
72,68,2517.0,452.7108489871025
72,71,2632.5,465.81807148456573
72,72,2644.0,469.77048695087433
72,76,2670.0,483.28472942113876
72,78,2676.5,489.1864132285118
73,3,10.5,267.66764253377914
73,12,61.5,264.9080886244774
73,16,77.5,274.2955354452133
73,17,78.5,278.0726126432419
73,32,1229.5,342.38036382198334
73,40,1249.5,375.5181266069412
73,55,2448.5,430.2541973590851
73,63,2537.0,445.6169191002846
73,67,2516.5,452.53817880153656
73,72,2644.0,473.4196739792824
74,12,62.0,265.1162899136543
74,15,76.0,273.758904337883
74,22,140.5,308.5671427845955
74,24,144.0,313.9234338402748
74,57,2452.5,437.7732996940613
74,62,2537.0,445.6169191002846
74,75,2676.5,484.7366713285446
74,76,2678.0,487.70113748311996
75,11,61.5,264.9080886244774
75,17,79.0,287.119584441185
75,18,81.0,293.1928411722183
75,31,1254.5,345.8535971045494
75,32,1255.5,348.96834206581116
75,57,2453.5,442.40228712558746
75,63,2538.0,451.8240258693695
75,65,2547.0,457.10268211364746
75,66,2549.0,460.39447808265686
75,76,2678.5,491.7366713285446
75,79,2689.0,501.6629382967949
76,10,61.5,264.9080886244774
76,13,66.5,272.8780328631401
76,32,1259.5,353.7355630993843
76,34,1264.0,362.4371945261955
76,46,1412.0,408.46444576978683
76,48,1436.0,419.8961880803108
76,59,2545.0,448.3503190279007
76,60,2545.0,448.3503190279007
76,61,2545.5,450.1076784133911
76,68,2555.0,472.5158011317253
76,72,2691.5,484.5771545767784
76,73,2705.0,486.35251903533936
76,75,2742.5,493.3711423277855
77,2,0.0,264.4370526075363
77,9,61.5,264.9080886244774
77,11,64.0,265.901516020298
77,32,1260.5,358.1798351407051
77,38,1374.5,387.16449815034866
77,40,1380.5,391.2917728424072
77,42,1383.0,396.690646648407
77,43,1406.0,400.57590168714523
77,46,1415.0,412.52017372846603
77,66,2553.0,469.7906865477562
77,69,2555.5,479.200522005558
78,8,61.5,264.9080886244774
78,14,70.5,283.440338909626
78,53,2646.0,447.2634325623512
78,54,2646.0,447.2634325623512
78,59,2758.0,453.513598382473
78,61,2760.5,457.5627537369728
79,7,61.5,264.9080886244774
